"TimeStamp","Participant","Condition","Trial","Age","Gender","Group","areaEvent","targetEvent","xAreaPos","yAreaPos","zAreaPos","xTargetPos","yTargetPos","zTargetPos"
637958192561500148,"P6","s","0",23,"m","","Game Start",NA,"e","e",NA,NA,NA,NA
637958192561780216,"P6","s","0",23,"m","e","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637958192561890232,"P6","s","0",23,"m","e","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637958192562000259,"P6","s","0",23,"m","e","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637958192562100283,"P6","s","0",23,"m","e","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637958192562210305,"P6","s","0",23,"m","e","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637958192562310328,"P6","s","0",23,"m","e","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637958192562420357,"P6","s","0",23,"m","e","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637958192562530379,"P6","s","0",23,"m","e","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637958192562640407,"P6","s","0",23,"m","e","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637958192562740421,"P6","s","0",23,"m","e","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637958192562960475,"P6","s","0",23,"m","e","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637958192563180521,"P6","s","0",23,"m","e","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637958192563400572,"P6","s","0",23,"m","e","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637958192563630626,"P6","s","0",23,"m","e","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637958192564070724,"P6","s","0",23,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637958192564290775,"P6","s","0",23,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637958192564510825,"P6","s","0",23,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637958192564730877,"P6","s","0",23,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637958192564950925,"P6","s","0",23,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637958192565180970,"P6","s","0",23,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637958192565391021,"P6","s","0",23,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637958192565621071,"P6","s","0",23,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637958192565841123,"P6","s","0",23,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637958192566121183,"P6","s","0",23,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637958192566291224,"P6","s","0",23,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637958192566511272,"P6","s","0",23,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
