"Participant","Condition","Trial","Age","Gender","Group","BlinkTime","BlinkStartTime","BlinkEndTime","blinkRowCounter"
"P10","s","1","18","f","e",122.0276,637959033332832048,637959033334052324,10
"P10","s","1","18","f","e",272.0616,637959033364649244,637959033367369860,23
"P10","s","1","18","f","e",178.0404,637959033373481240,637959033375261644,15
"P10","s","1","18","f","e",40.0089,637959033402027700,637959033402427789,3
"P10","s","1","18","f","e",133.0302,637959033407558950,637959033408889252,11
"P10","s","1","18","f","e",56.0127,637959033418301382,637959033418861509,4
"P10","s","1","18","f","e",189.0427,637959033430554153,637959033432444580,16
"P10","s","1","18","f","e",191.0432,637959033445397514,637959033447307946,16
"P10","s","1","18","f","e",201.0462,637959033456420003,637959033458430465,16
"P10","s","1","18","f","e",34.0074,637959033469402944,637959033469743018,2
"P10","s","1","18","f","e",178.0402,637959033479385200,637959033481165602,7
"P10","s","1","18","f","e",34.0078,637959033492728220,637959033493068298,2
"P10","s","1","18","f","e",234.0525,637959033515423352,637959033517763877,20
"P10","s","1","18","f","e",71.016,637959033527035980,637959033527746140,5
"P10","s","1","18","f","e",169.0382,637959033538168498,637959033539858880,14
"P10","s","1","18","f","e",223.0498,637959033550801358,637959033553031856,19
"P10","s","1","18","f","e",391.0892,637959033569929288,637959033573840180,34
"P10","s","1","18","f","e",256.0579,637959033603266835,637959033605827414,22
"P10","s","1","18","f","e",245.0555,637959033633819362,637959033636269917,21
"P10","s","1","18","f","e",33.0074,637959033641431525,637959033641761599,2
"P10","s","1","18","f","e",133.0299,637959033648425613,637959033649755912,5
"P10","s","1","18","f","e",278.0628,637959033678077309,637959033680857937,24
"P10","s","1","18","f","e",210.0477,637959033719336639,637959033721437116,18
"P10","s","1","18","f","e",178.0393,637959033748323205,637959033750103598,15
"P10","s","1","18","f","e",189.0427,637959033762036302,637959033763926729,16
"P10","s","1","18","f","e",109.0236,637959033768387746,637959033769477982,4
"P10","s","1","18","f","e",102.0225,637959033781330669,637959033782350894,5
"P10","s","1","18","f","e",223.051,637959033791362938,637959033793593448,19
"P10","s","1","18","f","e",89.0208,637959033793693459,637959033794583667,7
"P10","s","1","18","f","e",233.0528,637959033797634355,637959033799964883,20
"P10","s","1","18","f","e",67.0153,637959033827831186,637959033828501339,5
"P10","co","2","18","f","e",55.0121,637959034262385211,637959034262935332,4
"P10","co","2","18","f","e",154.035,637959034266286100,637959034267826450,13
"P10","co","2","18","f","e",31.0069,637959034276178336,637959034276488405,2
"P10","co","2","18","f","e",88.0203,637959034278258804,637959034279139007,7
"P10","co","2","18","f","e",176.0392,637959034313029893,637959034314790285,7
"P10","co","2","18","f","e",254.0582,637959034341066229,637959034343606811,22
"P10","co","2","18","f","e",146.0325,637959034363696619,637959034365156944,12
"P10","co","2","18","f","e",44.0107,637959034387893175,637959034388333282,3
"P10","co","2","18","f","e",189.0432,637959034400035923,637959034401926355,16
"P10","co","2","18","f","e",67.0141,637959034408317810,637959034408987951,2
"P10","co","2","18","f","e",146.0333,637959034417859957,637959034419320290,12
"P10","co","2","18","f","e",278.0631,637959034445636240,637959034448416871,19
"P10","co","2","18","f","e",214.0489,637959034453127938,637959034455268427,17
"P10","co","2","18","f","e",282.0635,637959034463410264,637959034466230899,24
"P10","co","2","18","f","e",168.0381,637959034476073126,637959034477753507,14
"P10","co","2","18","f","e",188.0426,637959034489956268,637959034491836694,16
"P10","co","2","18","f","e",289.0659,637959034495227457,637959034498118116,25
"P10","co","2","18","f","e",242.0545,637959034517642534,637959034520063079,20
"P10","co","2","18","f","e",66.0151,637959034531715715,637959034532375866,5
"P10","co","2","18","f","e",45.0107,637959034545058734,637959034545508841,3
"P10","co","2","18","f","e",45.0103,637959034547609313,637959034548059416,3
"P10","co","2","18","f","e",130.0289,637959034551010082,637959034552310371,11
"P10","co","2","18","f","e",91.0204,637959034556951422,637959034557861626,7
"P10","co","2","18","f","e",46.0102,637959034571324678,637959034571784780,3
"P10","co","2","18","f","e",32.0072,637959034571894807,637959034572214879,2
"P10","co","2","18","f","e",100.0229,637959034575585644,637959034576585873,8
"P10","co","2","18","f","e",99.0217,637959034591359211,637959034592349428,8
"P10","co","2","18","f","e",45.0103,637959034594719972,637959034595170075,3
"P10","co","2","18","f","e",45.0106,637959034607912952,637959034608363058,3
"P10","co","2","18","f","e",212.0486,637959034609673352,637959034611793838,18
"P10","co","2","18","f","e",78.0187,637959034624226641,637959034625006828,6
"P10","co","2","18","f","e",226.0518,637959034639120018,637959034641380536,19
"P10","co","2","18","f","e",32.0072,637959034653330945,637959034653651017,2
"P10","co","2","18","f","e",33.0067,637959034665468677,637959034665798744,2
"P10","co","2","18","f","e",155.0347,637959034672911750,637959034674462097,13
"P10","co","2","18","f","e",34.0072,637959034687695102,637959034688035174,2
"P10","co","2","18","f","e",233.1475,637959034700678033,637959034703009508,20
"P10","co","2","18","f","e",35.008,637959034704329804,637959034704679884,2
"P10","co","2","18","f","e",257.0582,637959034719750149,637959034722320731,19
"P10","co","2","18","f","e",190.0431,637959034733773323,637959034735673754,16
"P10","co","2","18","f","e",99.0225,637959034752207494,637959034753197719,8
"P10","co","2","18","f","e",64.0146,637959034753877874,637959034754518020,4
"P10","co","2","18","f","e",133.0303,637959034768621207,637959034769951510,5
"P10","co","2","18","f","e",56.0131,637959034783604590,637959034784164721,4
"P10","co","2","18","f","e",111.0246,637959034785615053,637959034786725299,9
"P10","co","2","18","f","e",47.0102,637959034787845556,637959034788315658,3
"P10","co","2","18","f","e",157.0356,637959034800598442,637959034802168798,13
"P10","co","2","18","f","e",49.0111,637959034816161963,637959034816652074,3
"P10","co","2","18","f","e",199.0447,637959034831415413,637959034833405860,17
"P10","co","2","18","f","e",146.034,637959034845038491,637959034846498831,12
"P10","co","2","18","f","e",33.0079,637959034848709321,637959034849039400,2
"P10","co","2","18","f","e",190.0431,637959034861612247,637959034863512678,16
"P10","co","2","18","f","e",318.0717,637959034876335575,637959034879516292,27
"P10","co","2","18","f","e",70.0163,637959034880116429,637959034880816592,5
"P10","co","2","18","f","e",55.0131,637959034896270084,637959034896820215,4
"P10","co","2","18","f","e",45.0102,637959034897970464,637959034898420566,3
"P10","co","2","18","f","e",89.021,637959034912213690,637959034913103900,3
"P10","co","2","18","f","e",209.0475,637959034917574905,637959034919665380,17
"P10","co","2","18","f","e",89.0204,637959034931648088,637959034932538292,3
"P10","co","2","18","f","e",355.0796,637959034939089778,637959034942640574,23
"P10","co","2","18","f","e",398.089,637959034991231576,637959034995212466,35
"P10","co","2","18","f","e",114.0263,637959035005384763,637959035006525026,9
"P10","co","2","18","f","e",67.0152,637959035009725751,637959035010395903,2
"P10","co","2","18","f","e",372.0834,637959035018107651,637959035021828485,30
"P10","co","2","18","f","e",190.0425,637959035026049448,637959035027949873,15
"P10","co","2","18","f","e",139.0311,637959035035551597,637959035036941908,9
"P10","co","2","18","f","e",288.9088,637959035051050031,637959035053939119,20
"P10","co","2","18","f","e",239.985,637959035066140043,637959035068539893,20
"P10","co","2","18","f","e",289.0655,637959035079699928,637959035082590583,12
"P10","co","2","18","f","e",200.0446,637959035096413710,637959035098414156,17
"P10","co","2","18","f","e",267.0606,637959035106355959,637959035109026565,11
"P10","co","2","18","f","e",121.0276,637959035119358896,637959035120569172,6
"P10","co","2","18","f","e",57.0122,637959035138018973,637959035138589095,4
"P10","co","2","18","f","e",67.0151,637959035142049877,637959035142720028,5
"P10","co","2","18","f","e",226.051,637959035154810076,637959035157070586,19
"P10","co","2","18","f","e",79.0179,637959035168662211,637959035169452390,5
"P10","co","2","18","f","e",45.0108,637959035181151390,637959035181601498,3
"P10","co","2","18","f","e",313.071,637959035189293235,637959035192423945,27
"P10","co","2","18","f","e",211.0475,637959035200475767,637959035202586242,18
"P10","co","2","18","f","e",56.013,637959035224531206,637959035225091336,4
"P10","co","2","18","f","e",190.043,637959035228652140,637959035230552570,16
"P10","co","2","18","f","e",189.0422,637959035247016299,637959035248906721,16
"P10","co","2","18","f","e",274.0621,637959035268831228,637959035271571849,23
"P10","co","2","18","f","e",113.0253,637959035272282011,637959035273412264,9
"P10","co","2","18","f","e",86.0191,637959035274402492,637959035275262683,7
"P10","co","2","18","f","e",68.0158,637959035304699344,637959035305379502,2
"P10","co","2","18","f","e",45.0106,637959035310960755,637959035311410861,3
"P10","co","2","18","f","e",56.0127,637959035335196243,637959035335756370,4
"P10","co","2","18","f","e",199.0447,637959035337536772,637959035339527219,17
"P10","co","2","18","f","e",168.0376,637959035353290337,637959035354970713,14
"P10","co","2","18","f","e",211.0468,637959035379506271,637959035381616739,18
"P10","co","2","18","f","e",210.0476,637959035398390540,637959035400491016,18
"P10","co","2","18","f","e",168.038,637959035420905627,637959035422586007,14
"P10","co","2","18","f","e",34.0077,637959035422706038,637959035423046115,2
"P10","co","2","18","f","e",188.0423,637959035439919937,637959035441800360,16
"P10","co","2","18","f","e",105.0242,637959035461494811,637959035462545053,8
"P10","co","2","18","f","e",224.0496,637959035478658704,637959035480899200,19
"P10","co","2","18","f","e",144.9633,637959035512230660,637959035513680293,12
"P10","co","2","18","f","e",222.0501,637959035524173288,637959035526393789,9
"P10","co","2","18","f","e",103.0239,637959035542446240,637959035543476479,8
