"Participant","Condition","Trial","Group","Event","viewSwitchCounter","startTime","endTime","eventDuration"
"sdP4","comp",2,"e","play_wall",1,638259844682295851,638259844688671749,637.5898
"sdP4","comp",2,"e","view_wall",4,638259844689429727,638259844700673001,1124.3274
"sdP4","comp",2,"e","play_wall",5,638259844701235004,638259844723045110,2181.0106
"sdP4","comp",2,"e","build_wall",6,638259844724247775,638259844731923448,767.5673
"sdP4","comp",2,"e","play_wall",8,638259844732671582,638259844768643586,3597.2004
"sdP4","comp",2,"e","build_wall",10,638259844771047977,638259844785638556,1459.0579
"sdP4","comp",2,"e","play_wall",11,638259844786462737,638259844815383094,2892.0357
"sdP4","comp",2,"e","view_wall",12,638259844816270724,638259844819975721,370.4997
"sdP4","comp",2,"e","build_wall",13,638259844824991274,638259844851764932,2677.3658
"sdP4","comp",2,"e","play_wall",14,638259844852278644,638259844871197143,1891.8499
"sdP4","comp",2,"e","build_wall",15,638259844872470669,638259844882680010,1020.9341
"sdP4","comp",2,"e","play_wall",16,638259844884467999,638259844908542496,2407.4497
"sdP4","comp",2,"e","build_wall",17,638259844909674335,638259844947347537,3767.3202
"sdP4","comp",2,"e","play_wall",18,638259844950746642,638259844981494944,3074.8302
"sdP4","comp",2,"e","build_wall",19,638259844981634571,638259845000080234,1844.5663
"sdP4","comp",2,"e","play_wall",21,638259845000399387,638259845027673081,2727.3694
"sdP4","comp",2,"e","build_wall",22,638259845029758336,638259845048396887,1863.8551
"sdP4","comp",2,"e","play_wall",23,638259845048696090,638259845054289035,559.2945
"sdP4","comp",2,"e","view_wall",24,638259845056225226,638259845071313645,1508.8419
"sdP4","comp",2,"e","play_wall",25,638259845075474052,638259845126554808,5108.0756
"sdP4","comp",2,"e","view_wall",26,638259845127223026,638259845132125557,490.2531
"sdP4","comp",2,"e","build_wall",28,638259845137675973,638259845153278039,1560.2066
"sdP4","comp",2,"e","play_wall",29,638259845153417673,638259845185977517,3255.9844
"sdP4","comp",2,"e","build_wall",30,638259845187154428,638259845208839874,2168.5446
"sdP4","comp",2,"e","play_wall",31,638259845209637761,638259845224949052,1531.1291
"sdP4","comp",2,"e","build_wall",33,638259845225921526,638259845253067643,2714.6117
"sdP4","comp",2,"e","play_wall",35,638259845253735860,638259845265249234,1151.3374
"sdP4","comp",2,"e","build_wall",36,638259845265378884,638259845283300349,1792.1465
"sdP4","comp",2,"e","play_wall",37,638259845284427791,638259845300999168,1657.1377
"sdP4","comp",2,"e","build_wall",38,638259845301138800,638259845325014738,2387.5938
"sdP4","comp",2,"e","play_wall",39,638259845325692922,638259845337601823,1190.8901
"sdP4","comp",2,"e","build_wall",40,638259845337913419,638259845355267120,1735.3701
"sdP4","comp",2,"e","play_wall",41,638259845356304350,638259845370246059,1394.1709
"sdP4","comp",2,"e","build_wall",43,638259845371293257,638259845389223433,1793.0176
"sdP4","comp",2,"e","play_wall",46,638259845389373034,638259845538712741,14933.9707
"sdP4","comp",2,"e","build_wall",47,638259845538852368,638259845573766594,3491.4226
"sdP4","comp",2,"e","play_wall",48,638259845574175503,638259845599030749,2485.5246
"sdP4","comp",2,"e","build_wall",51,638259845599310002,638259845617177351,1786.7349
"sdP4","comp",2,"e","play_wall",52,638259845618019379,638259845645714124,2769.4745
"sdP4","comp",2,"e","build_wall",54,638259845646278288,638259845665078246,1879.9958
"sdP4","comp",2,"e","play_wall",55,638259845665891134,638259845686218841,2032.7707
"sdP4","comp",2,"e","build_wall",61,638259845687295993,638259845727935708,4063.9715
"sdP4","comp",2,"e","play_wall",62,638259845728234913,638259845732172137,393.7224
"sdP4","comp",2,"e","view_wall",63,638259845733729900,638259845741758395,802.8495
"sdP4","comp",2,"e","play_wall",64,638259845742187238,638259845761775143,1958.7905
"sdP4","comp",2,"e","build_wall",65,638259845763259494,638259845783111157,1985.1663
"sdP4","comp",2,"e","play_wall",66,638259845783924579,638259845796631486,1270.6907
"sdP4","comp",2,"e","build_wall",67,638259845796751162,638259845814385099,1763.3937
"sdP4","comp",2,"e","play_wall",68,638259845816145509,638259845841630168,2548.4659
"sdP4","comp",2,"e","build_wall",70,638259845843989800,638259845863094975,1910.5175
"sdP4","comp",2,"e","play_wall",71,638259845863792872,638259845917628161,5383.5289
"sdP4","comp",2,"e","build_wall",72,638259845919205551,638259845962754812,4354.9261
"sdP4","comp",2,"e","play_wall",73,638259845964535726,638259846008083272,4354.7546
"sdP4","comp",2,"e","build_wall",74,638259846008974075,638259846036313720,2733.9645
"sdP4","comp",2,"e","play_wall",75,638259846037321023,638259846048529508,1120.8485
"sdP4","comp",2,"e","build_wall",76,638259846050582411,638259846067933432,1735.1021
"sdP4","comp",2,"e","play_wall",77,638259846068378476,638259846089677090,2129.8614
"sdP4","comp",2,"e","build_wall",78,638259846089946379,638259846101071039,1112.466
"sdP4","comp",2,"e","play_wall",79,638259846101822185,638259846143381347,4155.9162
