"Participant","Condition","Trial","Group","Event","viewSwitchCounter","startTime","endTime","eventDuration"
"sdP2","comp",2,"e","play_wall",1,638258050841798982,638258050851779528,998.0546
"sdP2","comp",2,"e","view_wall",3,638258050852443742,638258050856584930,414.1188
"sdP2","comp",2,"e","play_wall",5,638258050856955663,638258050870753538,1379.7875
"sdP2","comp",2,"e","view_wall",7,638258050871179015,638258050875386913,420.7898
"sdP2","comp",2,"e","build_wall",9,638258050879128681,638258050890253918,1112.5237
"sdP2","comp",2,"e","play_wall",10,638258050890761117,638258050900229991,946.8874
"sdP2","comp",2,"e","build_wall",11,638258050900374934,638258050909091193,871.6259
"sdP2","comp",2,"e","play_wall",12,638258050909870508,638258050922674384,1280.3876
"sdP2","comp",2,"e","view_wall",13,638258050924325215,638258050927690576,336.5361
"sdP2","comp",2,"e","build_wall",16,638258050931635265,638258050943155600,1152.0335
"sdP2","comp",2,"e","play_wall",17,638258050943754792,638258050951312456,755.7664
"sdP2","comp",2,"e","view_wall",18,638258050953479860,638258050958921700,544.184
"sdP2","comp",2,"e","play_wall",20,638258050959055252,638258050964675955,562.0703
"sdP2","comp",2,"e","build_wall",22,638258050964809931,638258050966091828,128.1897
"sdP2","comp",2,"e","view_wall",23,638258050972905627,638258050978801219,589.5592
"sdP2","comp",2,"e","build_wall",24,638258050978925965,638258050986927233,800.1268
"sdP2","comp",2,"e","play_wall",25,638258050987426203,638258050995703544,827.7341
"sdP2","comp",2,"e","build_wall",29,638258050995834693,638258051008676985,1284.2292
"sdP2","comp",2,"e","play_wall",30,638258051009104141,638258051021523877,1241.9736
"sdP2","comp",2,"e","build_wall",31,638258051021654073,638258051034680732,1302.6659
"sdP2","comp",2,"e","play_wall",32,638258051035211252,638258051045020378,980.9126
"sdP2","comp",2,"e","build_wall",33,638258051047671306,638258051060915267,1324.3961
"sdP2","comp",2,"e","play_wall",34,638258051068192961,638258051072784654,459.1693
"sdP2","comp",2,"e","view_wall",35,638258051072910067,638258051074159852,124.9785
"sdP2","comp",2,"e","play_wall",36,638258051074974876,638258051088193336,1321.846
"sdP2","comp",2,"e","build_wall",42,638258051089743498,638258051108928118,1918.462
"sdP2","comp",2,"e","play_wall",43,638258051109060611,638258051168000175,5893.9564
"sdP2","comp",2,"e","build_wall",47,638258051168795273,638258051181011800,1221.6527
"sdP2","comp",2,"e","play_wall",48,638258051181426484,638258051190456922,903.0438
