"Participant","Condition","Trial","Group","Event","viewSwitchCounter","startTime","endTime","eventDuration"
"sdP8","comp",2,"c","view_wall",1,638264250564052604,638264250571015041,696.2437
"sdP8","comp",2,"c","play_wall",2,638264250571463880,638264250584862720,1339.884
"sdP8","comp",2,"c","build_wall",3,638264250584962439,638264250594520508,955.8069
"sdP8","comp",2,"c","play_wall",4,638264250597175020,638264250607211699,1003.6679
"sdP8","comp",2,"c","build_wall",5,638264250607301739,638264250714799758,10749.8019
"sdP8","comp",2,"c","play_wall",6,638264250716620579,638264250725164003,854.3424
"sdP8","comp",2,"c","view_wall",9,638264250725819115,638264250732940620,712.1505
"sdP8","comp",2,"c","play_wall",11,638264250733070281,638264250748031574,1496.1293
"sdP8","comp",2,"c","build_wall",12,638264250748131314,638264250757422425,929.1111
"sdP8","comp",2,"c","play_wall",13,638264250759112992,638264250783802935,2468.9943
"sdP8","comp",2,"c","view_wall",14,638264250783902666,638264250786774725,287.2059
"sdP8","comp",2,"c","build_wall",15,638264250795239579,638264250801204482,596.4903
"sdP8","comp",2,"c","play_wall",16,638264250801892644,638264250816757963,1486.5319
"sdP8","comp",2,"c","build_wall",17,638264250817521806,638264250828083309,1056.1503
"sdP8","comp",2,"c","play_wall",19,638264250828532107,638264250840860528,1232.8421
"sdP8","comp",2,"c","build_wall",20,638264250840960272,638264250851289685,1032.9413
"sdP8","comp",2,"c","view_wall",22,638264250856544594,638264250863767418,722.2824
"sdP8","comp",2,"c","play_wall",23,638264250864116486,638264250871960934,784.4448
"sdP8","comp",2,"c","build_wall",24,638264250873218936,638264250888180467,1496.1531
"sdP8","comp",2,"c","play_wall",25,638264250888625457,638264250903765500,1514.0043
"sdP8","comp",2,"c","build_wall",26,638264250903865220,638264250913493217,962.7997
"sdP8","comp",2,"c","play_wall",29,638264250913602638,638264250929064512,1546.1874
"sdP8","comp",2,"c","build_wall",30,638264250929378762,638264250942105900,1272.7138
"sdP8","comp",2,"c","play_wall",31,638264250942494855,638264250948073307,557.8452
"sdP8","comp",2,"c","build_wall",33,638264250948502202,638264250958904221,1040.2019
"sdP8","comp",2,"c","play_wall",34,638264250959472717,638264250973366182,1389.3465
"sdP8","comp",2,"c","build_wall",35,638264250975700007,638264250984567194,886.7187
"sdP8","comp",2,"c","play_wall",36,638264250987067607,638264251005802553,1873.4946
"sdP8","comp",2,"c","build_wall",37,638264251005922226,638264251024558110,1863.5884
"sdP8","comp",2,"c","play_wall",38,638264251025111690,638264251034670153,955.8463
"sdP8","comp",2,"c","build_wall",41,638264251035228753,638264251048897728,1366.8975
"sdP8","comp",2,"c","play_wall",42,638264251050142236,638264251067357415,1721.5179
"sdP8","comp",2,"c","view_wall",44,638264251067457132,638264251072240211,478.3079
"sdP8","comp",2,"c","play_wall",45,638264251072619192,638264251076321799,370.2607
"sdP8","comp",2,"c","build_wall",46,638264251076431822,638264251090204617,1377.2795
"sdP8","comp",2,"c","play_wall",47,638264251090748658,638264251118529033,2778.0375
"sdP8","comp",2,"c","build_wall",49,638264251118955509,638264251128091070,913.5561
"sdP8","comp",2,"c","play_wall",50,638264251128529936,638264251133906401,537.6465
"sdP8","comp",2,"c","build_wall",51,638264251134225558,638264251151435070,1720.9512
"sdP8","comp",2,"c","play_wall",52,638264251151545120,638264251251162397,9961.7277
"sdP8","comp",2,"c","build_wall",53,638264251251272098,638264251270934959,1966.2861
"sdP8","comp",2,"c","play_wall",54,638264251271464773,638264251277471300,600.6527
"sdP8","comp",2,"c","build_wall",56,638264251277677645,638264251291927804,1425.0159
"sdP8","comp",2,"c","play_wall",57,638264251292496282,638264251306244241,1374.7959
"sdP8","comp",2,"c","view_wall",58,638264251306683060,638264251311012540,432.948
"sdP8","comp",2,"c","play_wall",59,638264251312329211,638264251333010079,2068.0868
"sdP8","comp",2,"c","build_wall",61,638264251334133960,638264251345203545,1106.9585
"sdP8","comp",2,"c","play_wall",62,638264251345323699,638264251356563308,1123.9609
"sdP8","comp",2,"c","build_wall",63,638264251357231800,638264251363746785,651.4985
"sdP8","comp",2,"c","play_wall",64,638264251367331836,638264251375653170,832.1334
"sdP8","comp",2,"c","build_wall",65,638264251375782833,638264251385081320,929.8487
"sdP8","comp",2,"c","play_wall",66,638264251386981741,638264251395735175,875.3434
"sdP8","comp",2,"c","build_wall",67,638264251395860346,638264251404730259,886.9913
"sdP8","comp",2,"c","play_wall",68,638264251405189391,638264251414102265,891.2874
"sdP8","comp",2,"c","view_wall",70,638264251414421413,638264251418087989,366.6576
"sdP8","comp",2,"c","build_wall",71,638264251424643668,638264251433821289,917.7621
"sdP8","comp",2,"c","play_wall",73,638264251434150684,638264251447045114,1289.443
"sdP8","comp",2,"c","build_wall",74,638264251449413914,638264251473942753,2452.8839
"sdP8","comp",2,"c","play_wall",75,638264251474062441,638264251491801952,1773.9511
"sdP8","comp",2,"c","build_wall",76,638264251491911792,638264251504024214,1211.2422
"sdP8","comp",2,"c","play_wall",77,638264251504133919,638264251510944078,681.0159
"sdP8","comp",2,"c","build_wall",78,638264251511263226,638264251512689410,142.6184
"sdP8","comp",2,"c","play_wall",79,638264251513028503,638264251520452527,742.4024
"sdP8","comp",2,"c","build_wall",80,638264251521235530,638264251529777164,854.1634
"sdP8","comp",2,"c","play_wall",81,638264251530255878,638264251567664943,3740.9065
"sdP8","comp",2,"c","build_wall",82,638264251568776830,638264251581245657,1246.8827
"sdP8","comp",2,"c","play_wall",83,638264251581467341,638264251587886387,641.9046
"sdP8","comp",2,"c","build_wall",84,638264251588544638,638264251598007604,946.2966
"sdP8","comp",2,"c","play_wall",85,638264251598117503,638264251612447347,1432.9844
"sdP8","comp",2,"c","view_wall",86,638264251614234523,638264251619096656,486.2133
"sdP8","comp",2,"c","play_wall",87,638264251622901535,638264251651092416,2819.0881
