TimeStamp,participant,Condition,Tiral,Age,Gender,SessionTime,Event, xPos, yPos, zPos
637958192617722773,P6,s,tut,23,m,,looking at invis cube,1.389999,10.39783,0.944
637958192617852807,P6,s,tut,23,m,,looking at invis cube,1.389999,10.35875,0.944
637958192617972837,P6,s,tut,23,m,,looking at invis cube,1.389999,10.3209,0.944
637958192618092863,P6,s,tut,23,m,,looking at invis cube,1.389999,10.2874,0.944
637958192618212888,P6,s,tut,23,m,,looking at invis cube,1.389999,10.24931,0.944
637958192618332917,P6,s,tut,23,m,,looking at invis cube,1.389999,10.21365,0.944
637958192618462943,P6,s,tut,23,m,,looking at invis cube,1.389999,10.17571,0.944
637958192618582972,P6,s,tut,23,m,,looking at invis cube,1.389999,10.13864,0.944
637958192618712997,P6,s,tut,23,m,,looking at invis cube,1.389999,10.10062,0.944
637958192618843029,P6,s,tut,23,m,,looking at invis cube,1.389999,10.0629,0.944
637958192618963053,P6,s,tut,23,m,,looking at invis cube,1.389999,10.02509,0.944
637958192619093083,P6,s,tut,23,m,,looking at invis cube,1.389999,9.987849,0.944
637958192619213115,P6,s,tut,23,m,,looking at invis cube,1.389999,9.949896,0.944
637958192619333141,P6,s,tut,23,m,,looking at invis cube,1.389999,9.914021,0.944
637958192619463166,P6,s,tut,23,m,,looking at invis cube,1.389999,9.87619,0.944
637958192619623207,P6,s,tut,23,m,,looking at invis cube,1.389999,9.826362,0.944
637958192619753236,P6,s,tut,23,m,,looking at invis cube,1.389999,9.787868,0.944
637958192619883258,P6,s,tut,23,m,,looking at invis cube,1.389999,9.749304,0.944
637958192620003287,P6,s,tut,23,m,,looking at invis cube,1.389999,9.712474,0.944
637958192620133322,P6,s,tut,23,m,,looking at invis cube,1.389999,9.675171,0.944
637958192620263350,P6,s,tut,23,m,,looking at invis cube,1.389999,9.63647,0.944
637958192620393376,P6,s,tut,23,m,,looking at invis cube,1.389999,9.597448,0.944
637958192620523407,P6,s,tut,23,m,,looking at invis cube,1.389999,9.557692,0.944
637958192620653438,P6,s,tut,23,m,,looking at invis cube,1.389999,9.519753,0.944
637958192620783469,P6,s,tut,23,m,,looking at invis cube,1.389999,9.480124,0.944
637958192621133549,P6,s,tut,23,m,,looking at invis cube,1.389999,9.374073,0.944
637958192621263574,P6,s,tut,23,m,,looking at invis cube,1.389999,9.336523,0.944
637958192621383603,P6,s,tut,23,m,,looking at invis cube,1.389999,9.297515,0.944
