"Participant","Condition","Trial","Group","PACtype","PACtime","PACstartTime","PACendTime","Event","cubeColor"
"P3","comp",2,"e","grab",228.7258,638246871676500287,638246871678787545,"Network Gold Cube WholeClone was picked up","Gold"
"P3","comp",2,"e","grab",253.7722,638246871713338628,638246871715876350,"Network Neutral CubeClone7 was picked up","White"
"P3","comp",2,"e","grab",194.5597,638246871755255820,638246871757201417,"Network Blue CubeClone11 was picked up","Blue"
"P3","comp",2,"e","grab",1947.2266,638246871805092074,638246871824564340,"Network Gold Cube WholeClone was picked up","Gold"
"P3","comp",2,"e","grab",209.0013,638246871857913379,638246871860003392,"Network Neutral CubeClone27 was picked up","White"
"P3","comp",2,"e","grab",424.3993,638246871889631396,638246871893875389,"Network Red CubeClone31 was picked up","Red"
"P3","comp",2,"e","grab",229.0045,638246871928659808,638246871930949853,"Network Blue CubeClone35 was picked up","Blue"
"P3","comp",2,"e","grab",1496.0221,638246871927069804,638246871942030025,"Network Neutral CubeClone39 was picked up","White"
"P3","comp",2,"e","grab",327.9976,638246871974244325,638246871977524301,"Network Red CubeClone44 was picked up","Red"
"P3","comp",2,"e","grab",363.5124,638246872038974468,638246872042609592,"Network Red CubeClone51 was picked up","Red"
"P3","comp",2,"e","grab",336.0165,638246872083027134,638246872086387299,"Network Gold Cube WholeClone was picked up","Gold"
"P3","comp",2,"e","grab",182.0034,638246872112874151,638246872114694185,"Network Neutral CubeClone63 was picked up","White"
"P3","comp",2,"e","grab",341.7202,638246872142946692,638246872146363894,"Network Red CubeClone67 was picked up","Red"
"P3","comp",2,"e","grab",323.8604,638246872173626226,638246872176864830,"Network Red CubeClone72 was picked up","Red"
"P3","comp",2,"e","grab",608.4267,638246872179785761,638246872185870028,"Network Blue CubeClone70 was picked up","Blue"
"P3","comp",2,"e","grab",672.6682,638246872209568382,638246872216295064,"Network Blue CubeClone75 was picked up","Blue"
"P3","comp",2,"e","grab",226.3623,638246872235666373,638246872237929996,"Network Blue CubeClone81 was picked up","Blue"
"P3","comp",2,"e","grab",182.695,638246872263906084,638246872265733034,"Network Red CubeClone83 was picked up","Red"
"P3","comp",2,"e","grab",177.3829,638246872290055910,638246872291829739,"Network Blue CubeClone88 was picked up","Blue"
"P3","comp",2,"e","grab",210.0045,638246872314476872,638246872316576917,"Network Neutral CubeClone90 was picked up","White"
"P3","comp",2,"e","grab",442.0057,638246872370948138,638246872375368195,"Network Gold Cube WholeClone was picked up","Gold"
"P3","comp",2,"e","grab",792.0099,638246872429907832,638246872437827931,"Network Red CubeClone106 was picked up","Red"
"P3","comp",2,"e","grab",199.0031,638246872483034998,638246872485025029,"Network Red CubeClone109 was picked up","Red"
"P3","comp",2,"e","grab",98.0245,638246872507048610,638246872508028855,"Network Gold Cube WholeClone was picked up","Gold"
"P3","comp",2,"e","grab",74.9656,638246872528219577,638246872528969233,"Network Gold Cube WholeClone was picked up","Gold"
"P3","comp",2,"e","grab",354.2577,638246872548500271,638246872552042848,"Network Gold Cube WholeClone was picked up","Gold"
"P3","comp",2,"e","grab",224.0271,638246872575520096,638246872577760367,"Network Neutral CubeClone126 was picked up","White"
"P3","comp",2,"e","grab",313.0166,638246872604160431,638246872607290597,"Network Neutral CubeClone131 was picked up","White"
"P3","comp",2,"e","grab",41.9981,638246872632025366,638246872632445347,"Network Neutral CubeClone135 was picked up","White"
"P3","comp",2,"e","grab",206.0847,638246872677654983,638246872679715830,"Network Neutral CubeClone142 was picked up","White"
"P3","comp",2,"e","grab",325.858,638246872724271059,638246872727529639,"Network Blue CubeClone149 was picked up","Blue"
"P3","comp",2,"e","grab",56.0002,638246872748030861,638246872748590863,"Network Blue CubeClone150 was picked up","Blue"
"P3","comp",2,"e","grab",540.0873,638246872773321870,638246872778722743,"Network Blue CubeClone153 was picked up","Blue"
"P3","comp",2,"e","grab",340.3108,638246872803180293,638246872806583401,"Network Red CubeClone156 was picked up","Red"
"P3","comp",2,"e","grab",187.0318,638246872861361652,638246872863231970,"Network Red CubeClone164 was picked up","Red"
"P3","comp",2,"e","grab",181.0791,638246872916831891,638246872918642682,"Network Red CubeClone170 was picked up","Red"
"P3","comp",2,"e","grab",244.1823,638246872941042692,638246872943484515,"Network Gold Cube WholeClone was picked up","Gold"
"P3","comp",2,"e","grab",256.098,638246872966012706,638246872968573686,"Network Blue CubeClone180 was picked up","Blue"
"P3","comp",2,"e","grab",164.9868,638246872986282715,638246872987932583,"Network Neutral CubeClone183 was picked up","White"
"P3","comp",2,"e","grab",473.081,638246873019413742,638246873024144552,"Network Blue CubeClone188 was picked up","Blue"
"P3","comp",2,"e","grab",321.9908,638246873068414781,638246873071634689,"Network Neutral CubeClone197 was picked up","White"
"P3","comp",2,"e","grab",62.0011,638246873096904704,638246873097524715,"Network Gold Cube WholeClone was picked up","Gold"
"P3","comp",2,"e","grab",185.0461,638246873139445559,638246873141296020,"Network Blue CubeClone206 was picked up","Blue"
"P3","comp",2,"e","grab",724.3882,638246873159616730,638246873166860612,"Network Red CubeClone208 was picked up","Red"
"P3","comp",2,"e","grab",159.0025,638246873209366214,638246873210956239,"Network Red CubeClone212 was picked up","Red"
"P3","comp",2,"e","grab",233.0039,638246873244146602,638246873246476641,"Network Gold Cube WholeClone was picked up","Gold"
"P3","comp",2,"e","grab",653.5937,638246873309167951,638246873315703888,"Network Neutral CubeClone230 was picked up","White"
"P3","comp",2,"e","grab",1195.6262,638246873340665849,638246873352622111,"Network Blue CubeClone236 was picked up","Blue"
"P3","comp",2,"e","grab",226.5871,638246873373865800,638246873376131671,"Network Blue CubeClone234 was picked up","Blue"
"P3","comp",2,"e","grab",237.0017,638246873415951190,638246873418321207,"Network Neutral CubeClone244 was picked up","White"
"P3","comp",2,"e","grab",281.5959,638246873459446478,638246873462262437,"Network Blue CubeClone245 was picked up","Blue"
"P3","comp",2,"e","grab",108.0111,638246873488879402,638246873489959513,"Network Neutral CubeClone254 was picked up","White"
"P3","comp",2,"e","grab",1195.5377,638246873486772421,638246873498727798,"Network Red CubeClone255 was picked up","Red"
"P3","comp",2,"e","grab",176.5652,638246873535674237,638246873537439889,"Network Red CubeClone259 was picked up","Red"
"P3","comp",2,"e","grab",194.8564,638246873567339190,638246873569287754,"Network Red CubeClone262 was picked up","Red"
"P3","comp",2,"e","grab",101.3654,638246873596845057,638246873597858711,"Network Gold Cube WholeClone was picked up","Gold"
"P3","comp",2,"e","grab",237.0026,638246873629031582,638246873631401608,"Network Red CubeClone274 was picked up","Red"
"P3","comp",2,"e","grab",234.0147,638246873652640527,638246873654980674,"Network Neutral CubeClone276 was picked up","White"
"P3","comp",2,"e","grab",416.0151,638246873677840517,638246873682000668,"Network Blue CubeClone280 was picked up","Blue"
"P3","comp",2,"e","grab",223.3535,638246873730566428,638246873732799963,"Network Red CubeClone285 was picked up","Red"
"P3","comp",2,"e","grab",263.0034,638246873787690481,638246873790320515,"Network Blue CubeClone292 was picked up","Blue"
"P3","comp",2,"e","grab",384.0056,638246873814391530,638246873818231586,"Network Gold Cube WholeClone was picked up","Gold"
"P3","comp",2,"e","grab",183.6426,638246873839583594,638246873841420020,"Network Gold Cube WholeClone was picked up","Gold"
"P3","comp",2,"e","grab",549.8943,638246873858291640,638246873863790583,"Network Gold Cube WholeClone was picked up","Gold"
